com.apple.ActivityMonitor	DiskGraphType	1
com.apple.ActivityMonitor	IconType	3
com.apple.ActivityMonitor	NetworkGraphType	1
com.apple.ActivityMonitor	OpenMainWindow	1
com.apple.ActivityMonitor	ShowCategory	100
com.apple.ActivityMonitor	SortColumn	CPUUsage
com.apple.ActivityMonitor	SortDirection	0
com.apple.ActivityMonitor	UpdatePeriod	2
com.apple.ActivityMonitor	UserColumnSortPerTab	{ 0 = { direction = 0; sort = CPUUsage; }; 1 = { direction = 0; sort = ResidentSize; }; 2 = { direction = 0; sort = 12HRPower; }; 3 = { direction = 0; sort = bytesWritten; }; 4 = { direction = 0; sort = txBytes; }; }
com.apple.ActivityMonitor	UserColumnsPerTab	ABSENT
com.apple.commerce	AutoUpdate	1
com.apple.CrashReporter	DialogType	none
com.apple.desktopservices	DSDontWriteNetworkStores	1
com.apple.desktopservices	DSDontWriteUSBStores	1
com.apple.DiskUtility	advanced-image-options	1
com.apple.DiskUtility	DUDebugMenuEnabled	1
com.apple.dock	autohide-delay	0
com.apple.dock	enable-spring-load-actions-on-all-items	1
com.apple.dock	magnification	1
com.apple.dock	mineffect	scale
com.apple.dock	minimize-to-application	1
com.apple.dock	show-process-indicators	1
com.apple.dock	showhidden	1
com.apple.dock	tilesize	36
com.apple.dock	wvous-bl-corner	5
com.apple.dock	wvous-bl-modifier	0
com.apple.dock	wvous-tl-corner	2
com.apple.dock	wvous-tl-modifier	0
com.apple.dock	wvous-tr-corner	4
com.apple.dock	wvous-tr-modifier	0
com.apple.dt.Xcode	DVTTextEditorTrimTrailingWhitespace	1
com.apple.dt.Xcode	DVTTextEditorTrimWhitespaceOnlyLines	1
com.apple.dt.Xcode	DVTTextPageGuideLocation	80
com.apple.dt.Xcode	DVTTextShowLineNumbers	1
com.apple.dt.Xcode	DVTTextShowPageGuide	1
com.apple.dt.Xcode	IDEBuildOperationMaxNumberOfConcurrentCompileTasks	8
com.apple.dt.Xcode	NSUserKeyEquivalents	{ "Show Last Change For Line" = "@^l"; }
com.apple.dt.Xcode	ShowBuildOperationDuration	1
com.apple.dt.Xcode	XCFontAndColorCurrentTheme	Nord.xccolortheme
com.apple.finder	_FXSortFoldersFirst	1
com.apple.finder	AppleShowAllFiles	1
com.apple.finder	DisableAllAnimations	1
com.apple.finder	FXDefaultSearchScope	SCcf
com.apple.finder	FXEnableExtensionChangeWarning	0
com.apple.finder	FXInfoPanesExpanded	{ Comments = 1; General = 1; MetaData = 1; Name = 1; OpenWith = 1; Privileges = 1; }
com.apple.finder	FXPreferredGroupBy	Application
com.apple.finder	FXPreferredViewStyle	clmv
com.apple.finder	NewWindowTarget	PfDe
com.apple.finder	NewWindowTargetPath	file:///Users/stix/Desktop/
com.apple.finder	OpenWindowForNewRemovableDisk	1
com.apple.finder	QuitMenuItem	1
com.apple.finder	ShowExternalHardDrivesOnDesktop	1
com.apple.finder	ShowHardDrivesOnDesktop	1
com.apple.finder	ShowMountedServersOnDesktop	1
com.apple.finder	ShowPathbar	1
com.apple.finder	ShowRemovableMediaOnDesktop	1
com.apple.finder	ShowStatusBar	1
com.apple.finder	WarnOnEmptyTrash	0
com.apple.frameworks.diskimages	auto-open-ro-root	1
com.apple.frameworks.diskimages	auto-open-rw-root	1
com.apple.helpviewer	DevMode	1
com.apple.mail	AddressesIncludeNameOnPasteboard	0
com.apple.mail	AutoFetch	1
com.apple.mail	ConversationViewSortDescending	1
com.apple.mail	DisableInlineAttachmentViewing	1
com.apple.mail	DraftsViewerAttributes	{ DisplayInThreadedMode = yes; SortOrder = "received-date"; SortedDescending = yes; }
com.apple.mail	IndexTrash	0
com.apple.mail	NSUserKeyEquivalents	{ Send = "@\\\\U21a9"; }
com.apple.mail	PollTime	-1
com.apple.mail	SpellCheckingBehavior	NoSpellCheckingEnabled
com.apple.print.PrintingPrefs	Quit	ABSENT
com.apple.QuickTimePlayerX	MGPlayMovieOnOpen	1
com.apple.screencapture	disable-shadow	1
com.apple.screencapture	location	/Users/stix/Desktop/Screenshots
com.apple.screencapture	type	png
com.apple.SoftwareUpdate	AutomaticCheckEnabled	1
com.apple.sound.beep.feedback	-bool	false
com.apple.terminal	FocusFollowsMouse	1
com.apple.terminal	StringEncodings	( 4 )
com.apple.TextEdit	NSFixedPitchFont	MesloLGSNer-Regular
com.apple.TextEdit	NSFixedPitchFontSize	14
com.apple.TextEdit	PlainTextEncoding	4
com.apple.TextEdit	PlainTextEncodingForWrite	4
com.apple.TextEdit	RichText	0
com.apple.TimeMachine	DoNotOfferNewDisksForBackup	1
com.apple.universalaccess	closeViewScrollWheelToggle	ABSENT
com.apple.universalaccess	closeViewZoomFollowsFocus	ABSENT
com.apple.universalaccess	HIDScrollZoomModifierMask	ABSENT
com.google.Chrome	AppleEnableMouseSwipeNavigateWithScrolls	0
com.google.Chrome	AppleEnableSwipeNavigateWithScrolls	0
com.google.Chrome	DisablePrintPreview	1
com.google.Chrome	PMPrintingExpandedStateForPrint2	1
com.google.Chrome.canary	AppleEnableMouseSwipeNavigateWithScrolls	0
com.google.Chrome.canary	AppleEnableSwipeNavigateWithScrolls	0
com.google.Chrome.canary	DisablePrintPreview	1
com.google.Chrome.canary	PMPrintingExpandedStateForPrint2	1
NSGlobalDomain	AppleHighlightColor	ABSENT
NSGlobalDomain	AppleKeyboardUIMode	3
NSGlobalDomain	AppleLanguages	( "en-CY", "el-CY" )
NSGlobalDomain	AppleLocale	en_CY@currency=EUR
NSGlobalDomain	AppleMeasurementUnits	Centimeters
NSGlobalDomain	AppleMetricUnits	1
NSGlobalDomain	ApplePressAndHoldEnabled	0
NSGlobalDomain	AppleShowAllExtensions	1
NSGlobalDomain	AppleShowScrollBars	WhenScrolling
NSGlobalDomain	com.apple.springing.delay	0
NSGlobalDomain	com.apple.springing.enabled	1
NSGlobalDomain	InitialKeyRepeat	15
NSGlobalDomain	KeyRepeat	2
NSGlobalDomain	NSAutomaticCapitalizationEnabled	0
NSGlobalDomain	NSAutomaticDashSubstitutionEnabled	0
NSGlobalDomain	NSAutomaticPeriodSubstitutionEnabled	0
NSGlobalDomain	NSAutomaticQuoteSubstitutionEnabled	0
NSGlobalDomain	NSAutomaticSpellingCorrectionEnabled	0
NSGlobalDomain	NSDocumentSaveNewDocumentsToCloud	0
NSGlobalDomain	NSNavPanelExpandedStateForSaveMode	1
NSGlobalDomain	NSNavPanelExpandedStateForSaveMode2	1
NSGlobalDomain	NSQuitAlwaysKeepsWindows	0
NSGlobalDomain	NSTableViewDefaultSizeMode	2
NSGlobalDomain	NSTextShowsControlCharacters	1
NSGlobalDomain	NSToolbarTitleViewRolloverDelay	0
NSGlobalDomain	NSUseAnimatedFocusRing	0
NSGlobalDomain	NSWindowResizeTime	0.001
NSGlobalDomain	PMPrintingExpandedStateForPrint	1
NSGlobalDomain	PMPrintingExpandedStateForPrint2	1
org.m0k.transmission	BlocklistAutoUpdate	1
org.m0k.transmission	BlocklistNew	1
org.m0k.transmission	BlocklistURL	https://github.com/DavidMoore/ipfilter/releases/download/lists/ipfilter.dat.gz
org.m0k.transmission	CheckRemoveDownloading	1
org.m0k.transmission	DeleteOriginalTorrent	1
org.m0k.transmission	DownloadAsk	0
org.m0k.transmission	DownloadLocationConstant	1
org.m0k.transmission	IncompleteDownloadFolder	/Users/stix/Documents/Torrents
org.m0k.transmission	MagnetOpenAsk	0
org.m0k.transmission	Queue	1
org.m0k.transmission	QueueDownloadNumber	1
org.m0k.transmission	RandomPort	1
org.m0k.transmission	UseIncompleteDownloadFolder	1
org.m0k.transmission	WarningDonate	0
org.m0k.transmission	WarningLegal	0
